megyeNev,telepulesNev,megyeKod,telepulesKod,szavkorSorszam,jeloloSzervezet,jeloltNev,szavazatSzam,szavazatAranySzavkorben
BUDAPEST,Budapest XI. kerület,1,11,91, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,258,"54,55%"
BUDAPEST,Budapest XI. kerület,1,11,91, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,181,"38,27%"
BUDAPEST,Budapest XI. kerület,1,11,91, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,20,"4,23%"
BUDAPEST,Budapest XI. kerület,1,11,91, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,7,"1,48%"
BUDAPEST,Budapest XI. kerület,1,11,91, Független,GÖRÖG KRISZTIÁN ,7,"1,48%"
BUDAPEST,Budapest XI. kerület,1,11,92, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,195,"51,59%"
BUDAPEST,Budapest XI. kerület,1,11,92, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,154,"40,74%"
BUDAPEST,Budapest XI. kerület,1,11,92, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,15,"3,97%"
BUDAPEST,Budapest XI. kerület,1,11,92, Független,GÖRÖG KRISZTIÁN ,9,"2,38%"
BUDAPEST,Budapest XI. kerület,1,11,92, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,5,"1,32%"
BUDAPEST,Budapest XI. kerület,1,11,93, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,234,"51,09%"
BUDAPEST,Budapest XI. kerület,1,11,93, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,184,"40,17%"
BUDAPEST,Budapest XI. kerület,1,11,93, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,14,"3,06%"
BUDAPEST,Budapest XI. kerület,1,11,93, Független,GÖRÖG KRISZTIÁN ,13,"2,84%"
BUDAPEST,Budapest XI. kerület,1,11,93, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,13,"2,84%"
BUDAPEST,Budapest XI. kerület,1,11,94, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,309,"48,28%"
BUDAPEST,Budapest XI. kerület,1,11,94, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,285,"44,53%"
BUDAPEST,Budapest XI. kerület,1,11,94, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,20,"3,13%"
BUDAPEST,Budapest XI. kerület,1,11,94, Független,GÖRÖG KRISZTIÁN ,16,"2,50%"
BUDAPEST,Budapest XI. kerület,1,11,94, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,10,"1,56%"
BUDAPEST,Budapest XI. kerület,1,11,95, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,312,"56,01%"
BUDAPEST,Budapest XI. kerület,1,11,95, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,208,"37,34%"
BUDAPEST,Budapest XI. kerület,1,11,95, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,15,"2,69%"
BUDAPEST,Budapest XI. kerület,1,11,95, Független,GÖRÖG KRISZTIÁN ,13,"2,33%"
BUDAPEST,Budapest XI. kerület,1,11,95, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,9,"1,62%"
BUDAPEST,Budapest XI. kerület,1,11,96, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,186,"47,45%"
BUDAPEST,Budapest XI. kerület,1,11,96, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,176,"44,90%"
BUDAPEST,Budapest XI. kerület,1,11,96, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,13,"3,32%"
BUDAPEST,Budapest XI. kerület,1,11,96, Független,GÖRÖG KRISZTIÁN ,10,"2,55%"
BUDAPEST,Budapest XI. kerület,1,11,96, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,7,"1,79%"
BUDAPEST,Budapest XI. kerület,1,11,97, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,285,"56,10%"
BUDAPEST,Budapest XI. kerület,1,11,97, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,196,"38,58%"
BUDAPEST,Budapest XI. kerület,1,11,97, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,13,"2,56%"
BUDAPEST,Budapest XI. kerület,1,11,97, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,11,"2,17%"
BUDAPEST,Budapest XI. kerület,1,11,97, Független,GÖRÖG KRISZTIÁN ,3,"0,59%"
BUDAPEST,Budapest XI. kerület,1,11,98, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,299,"54,17%"
BUDAPEST,Budapest XI. kerület,1,11,98, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,214,"38,77%"
BUDAPEST,Budapest XI. kerület,1,11,98, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,20,"3,62%"
BUDAPEST,Budapest XI. kerület,1,11,98, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,15,"2,72%"
BUDAPEST,Budapest XI. kerület,1,11,98, Független,GÖRÖG KRISZTIÁN ,4,"0,72%"
BUDAPEST,Budapest XI. kerület,1,11,99, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,348,"48,60%"
BUDAPEST,Budapest XI. kerület,1,11,99, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,321,"44,83%"
BUDAPEST,Budapest XI. kerület,1,11,99, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,23,"3,21%"
BUDAPEST,Budapest XI. kerület,1,11,99, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,16,"2,23%"
BUDAPEST,Budapest XI. kerület,1,11,99, Független,GÖRÖG KRISZTIÁN ,8,"1,12%"
BUDAPEST,Budapest XI. kerület,1,11,100, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,315,"49,45%"
BUDAPEST,Budapest XI. kerület,1,11,100, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,287,"45,05%"
BUDAPEST,Budapest XI. kerület,1,11,100, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,20,"3,14%"
BUDAPEST,Budapest XI. kerület,1,11,100, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,8,"1,26%"
BUDAPEST,Budapest XI. kerület,1,11,100, Független,GÖRÖG KRISZTIÁN ,7,"1,10%"
BUDAPEST,Budapest XI. kerület,1,11,101, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,262,"53,14%"
BUDAPEST,Budapest XI. kerület,1,11,101, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,200,"40,57%"
BUDAPEST,Budapest XI. kerület,1,11,101, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,14,"2,84%"
BUDAPEST,Budapest XI. kerület,1,11,101, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,9,"1,83%"
BUDAPEST,Budapest XI. kerület,1,11,101, Független,GÖRÖG KRISZTIÁN ,8,"1,62%"
BUDAPEST,Budapest XI. kerület,1,11,102, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,207,"48,14%"
BUDAPEST,Budapest XI. kerület,1,11,102, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,197,"45,81%"
BUDAPEST,Budapest XI. kerület,1,11,102, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,13,"3,02%"
BUDAPEST,Budapest XI. kerület,1,11,102, Független,GÖRÖG KRISZTIÁN ,7,"1,63%"
BUDAPEST,Budapest XI. kerület,1,11,102, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,6,"1,40%"
BUDAPEST,Budapest XI. kerület,1,11,103, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,206,"52,82%"
BUDAPEST,Budapest XI. kerület,1,11,103, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,157,"40,26%"
BUDAPEST,Budapest XI. kerület,1,11,103, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,14,"3,59%"
BUDAPEST,Budapest XI. kerület,1,11,103, Független,GÖRÖG KRISZTIÁN ,8,"2,05%"
BUDAPEST,Budapest XI. kerület,1,11,103, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,5,"1,28%"
BUDAPEST,Budapest XI. kerület,1,11,104, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,286,"53,56%"
BUDAPEST,Budapest XI. kerület,1,11,104, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,228,"42,70%"
BUDAPEST,Budapest XI. kerület,1,11,104, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,10,"1,87%"
BUDAPEST,Budapest XI. kerület,1,11,104, Független,GÖRÖG KRISZTIÁN ,6,"1,12%"
BUDAPEST,Budapest XI. kerület,1,11,104, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,4,"0,75%"
BUDAPEST,Budapest XI. kerület,1,11,105, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,214,"55,58%"
BUDAPEST,Budapest XI. kerület,1,11,105, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,147,"38,18%"
BUDAPEST,Budapest XI. kerület,1,11,105, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,11,"2,86%"
BUDAPEST,Budapest XI. kerület,1,11,105, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,8,"2,08%"
BUDAPEST,Budapest XI. kerület,1,11,105, Független,GÖRÖG KRISZTIÁN ,5,"1,30%"
BUDAPEST,Budapest XI. kerület,1,11,106, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,272,"51,03%"
BUDAPEST,Budapest XI. kerület,1,11,106, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,227,"42,59%"
BUDAPEST,Budapest XI. kerület,1,11,106, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,20,"3,75%"
BUDAPEST,Budapest XI. kerület,1,11,106, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,9,"1,69%"
BUDAPEST,Budapest XI. kerület,1,11,106, Független,GÖRÖG KRISZTIÁN ,5,"0,94%"
BUDAPEST,Budapest XI. kerület,1,11,107, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,299,"52,18%"
BUDAPEST,Budapest XI. kerület,1,11,107, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,242,"42,23%"
BUDAPEST,Budapest XI. kerület,1,11,107, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,12,"2,09%"
BUDAPEST,Budapest XI. kerület,1,11,107, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,11,"1,92%"
BUDAPEST,Budapest XI. kerület,1,11,107, Független,GÖRÖG KRISZTIÁN ,9,"1,57%"
BUDAPEST,Budapest XI. kerület,1,11,108, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,269,"49,18%"
BUDAPEST,Budapest XI. kerület,1,11,108, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,246,"44,97%"
BUDAPEST,Budapest XI. kerület,1,11,108, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,21,"3,84%"
BUDAPEST,Budapest XI. kerület,1,11,108, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,7,"1,28%"
BUDAPEST,Budapest XI. kerület,1,11,108, Független,GÖRÖG KRISZTIÁN ,4,"0,73%"
BUDAPEST,Budapest XI. kerület,1,11,109, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,300,"49,83%"
BUDAPEST,Budapest XI. kerület,1,11,109, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,270,"44,85%"
BUDAPEST,Budapest XI. kerület,1,11,109, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,22,"3,65%"
BUDAPEST,Budapest XI. kerület,1,11,109, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,7,"1,16%"
BUDAPEST,Budapest XI. kerület,1,11,109, Független,GÖRÖG KRISZTIÁN ,3,"0,50%"
BUDAPEST,Budapest XI. kerület,1,11,110, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,327,"48,73%"
BUDAPEST,Budapest XI. kerület,1,11,110, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,290,"43,22%"
BUDAPEST,Budapest XI. kerület,1,11,110, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,23,"3,43%"
BUDAPEST,Budapest XI. kerület,1,11,110, Független,GÖRÖG KRISZTIÁN ,18,"2,68%"
BUDAPEST,Budapest XI. kerület,1,11,110, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,13,"1,94%"
BUDAPEST,Budapest XI. kerület,1,11,111, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,336,"51,93%"
BUDAPEST,Budapest XI. kerület,1,11,111, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,280,"43,28%"
BUDAPEST,Budapest XI. kerület,1,11,111, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,15,"2,32%"
BUDAPEST,Budapest XI. kerület,1,11,111, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,11,"1,70%"
BUDAPEST,Budapest XI. kerület,1,11,111, Független,GÖRÖG KRISZTIÁN ,5,"0,77%"
BUDAPEST,Budapest XI. kerület,1,11,112, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,309,"53,55%"
BUDAPEST,Budapest XI. kerület,1,11,112, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,233,"40,38%"
BUDAPEST,Budapest XI. kerület,1,11,112, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,16,"2,77%"
BUDAPEST,Budapest XI. kerület,1,11,112, Független,GÖRÖG KRISZTIÁN ,11,"1,91%"
BUDAPEST,Budapest XI. kerület,1,11,112, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,8,"1,39%"
BUDAPEST,Budapest XI. kerület,1,11,113, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,196,"48,40%"
BUDAPEST,Budapest XI. kerület,1,11,113, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,179,"44,20%"
BUDAPEST,Budapest XI. kerület,1,11,113, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,14,"3,46%"
BUDAPEST,Budapest XI. kerület,1,11,113, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,11,"2,72%"
BUDAPEST,Budapest XI. kerület,1,11,113, Független,GÖRÖG KRISZTIÁN ,5,"1,23%"
BUDAPEST,Budapest XI. kerület,1,11,114, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. LÁSZLÓ IMRE ,224,"50,11%"
BUDAPEST,Budapest XI. kerület,1,11,114, FIDESZ-KDNP,DR. HOFFMANN TAMÁS ,200,"44,74%"
BUDAPEST,Budapest XI. kerület,1,11,114, Mi Hazánk-MIÉP-FKgP,KUBINYI TAMÁS ,10,"2,24%"
BUDAPEST,Budapest XI. kerület,1,11,114, ÁLLAMPOLGÁROK A CENTRUMBANEGYE,LENGYEL DOMOKOS BERNÁT ,9,"2,01%"
BUDAPEST,Budapest XI. kerület,1,11,114, Független,GÖRÖG KRISZTIÁN ,4,"0,89%"
BUDAPEST,Budapest XII. kerület,1,12,1, FIDESZ-KDNP,POKORNI ZOLTÁN ,264,"61,68%"
BUDAPEST,Budapest XII. kerület,1,12,1, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,164,"38,32%"
BUDAPEST,Budapest XII. kerület,1,12,2, FIDESZ-KDNP,POKORNI ZOLTÁN ,214,"56,91%"
BUDAPEST,Budapest XII. kerület,1,12,2, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,162,"43,09%"
BUDAPEST,Budapest XII. kerület,1,12,3, FIDESZ-KDNP,POKORNI ZOLTÁN ,161,"58,97%"
BUDAPEST,Budapest XII. kerület,1,12,3, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,112,"41,03%"
BUDAPEST,Budapest XII. kerület,1,12,4, FIDESZ-KDNP,POKORNI ZOLTÁN ,300,"59,17%"
BUDAPEST,Budapest XII. kerület,1,12,4, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,207,"40,83%"
BUDAPEST,Budapest XII. kerület,1,12,5, FIDESZ-KDNP,POKORNI ZOLTÁN ,185,"56,75%"
BUDAPEST,Budapest XII. kerület,1,12,5, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,141,"43,25%"
BUDAPEST,Budapest XII. kerület,1,12,6, FIDESZ-KDNP,POKORNI ZOLTÁN ,223,"64,83%"
BUDAPEST,Budapest XII. kerület,1,12,6, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,121,"35,17%"
BUDAPEST,Budapest XII. kerület,1,12,7, FIDESZ-KDNP,POKORNI ZOLTÁN ,315,"62,38%"
BUDAPEST,Budapest XII. kerület,1,12,7, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,190,"37,62%"
BUDAPEST,Budapest XII. kerület,1,12,8, FIDESZ-KDNP,POKORNI ZOLTÁN ,280,"52,04%"
BUDAPEST,Budapest XII. kerület,1,12,8, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,258,"47,96%"
BUDAPEST,Budapest XII. kerület,1,12,9, FIDESZ-KDNP,POKORNI ZOLTÁN ,340,"57,72%"
BUDAPEST,Budapest XII. kerület,1,12,9, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,249,"42,28%"
BUDAPEST,Budapest XII. kerület,1,12,10, FIDESZ-KDNP,POKORNI ZOLTÁN ,383,"60,13%"
BUDAPEST,Budapest XII. kerület,1,12,10, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,254,"39,87%"
BUDAPEST,Budapest XII. kerület,1,12,11, FIDESZ-KDNP,POKORNI ZOLTÁN ,287,"55,84%"
BUDAPEST,Budapest XII. kerület,1,12,11, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,227,"44,16%"
BUDAPEST,Budapest XII. kerület,1,12,12, FIDESZ-KDNP,POKORNI ZOLTÁN ,386,"62,87%"
BUDAPEST,Budapest XII. kerület,1,12,12, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,228,"37,13%"
BUDAPEST,Budapest XII. kerület,1,12,13, FIDESZ-KDNP,POKORNI ZOLTÁN ,249,"59,14%"
BUDAPEST,Budapest XII. kerület,1,12,13, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,172,"40,86%"
BUDAPEST,Budapest XII. kerület,1,12,14, FIDESZ-KDNP,POKORNI ZOLTÁN ,218,"55,19%"
BUDAPEST,Budapest XII. kerület,1,12,14, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,177,"44,81%"
BUDAPEST,Budapest XII. kerület,1,12,15, FIDESZ-KDNP,POKORNI ZOLTÁN ,296,"61,16%"
BUDAPEST,Budapest XII. kerület,1,12,15, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,188,"38,84%"
BUDAPEST,Budapest XII. kerület,1,12,16, FIDESZ-KDNP,POKORNI ZOLTÁN ,283,"60,60%"
BUDAPEST,Budapest XII. kerület,1,12,16, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,184,"39,40%"
BUDAPEST,Budapest XII. kerület,1,12,17, FIDESZ-KDNP,POKORNI ZOLTÁN ,348,"64,68%"
BUDAPEST,Budapest XII. kerület,1,12,17, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,190,"35,32%"
BUDAPEST,Budapest XII. kerület,1,12,18, FIDESZ-KDNP,POKORNI ZOLTÁN ,361,"66,12%"
BUDAPEST,Budapest XII. kerület,1,12,18, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,185,"33,88%"
BUDAPEST,Budapest XII. kerület,1,12,19, FIDESZ-KDNP,POKORNI ZOLTÁN ,342,"64,04%"
BUDAPEST,Budapest XII. kerület,1,12,19, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,192,"35,96%"
BUDAPEST,Budapest XII. kerület,1,12,20, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,258,"51,39%"
BUDAPEST,Budapest XII. kerület,1,12,20, FIDESZ-KDNP,POKORNI ZOLTÁN ,244,"48,61%"
BUDAPEST,Budapest XII. kerület,1,12,21, FIDESZ-KDNP,POKORNI ZOLTÁN ,273,"58,09%"
BUDAPEST,Budapest XII. kerület,1,12,21, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,197,"41,91%"
BUDAPEST,Budapest XII. kerület,1,12,22, FIDESZ-KDNP,POKORNI ZOLTÁN ,179,"55,94%"
BUDAPEST,Budapest XII. kerület,1,12,22, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,141,"44,06%"
BUDAPEST,Budapest XII. kerület,1,12,23, FIDESZ-KDNP,POKORNI ZOLTÁN ,263,"63,83%"
BUDAPEST,Budapest XII. kerület,1,12,23, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,149,"36,17%"
BUDAPEST,Budapest XII. kerület,1,12,24, FIDESZ-KDNP,POKORNI ZOLTÁN ,243,"61,83%"
BUDAPEST,Budapest XII. kerület,1,12,24, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,150,"38,17%"
BUDAPEST,Budapest XII. kerület,1,12,25, FIDESZ-KDNP,POKORNI ZOLTÁN ,340,"65,76%"
BUDAPEST,Budapest XII. kerület,1,12,25, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,177,"34,24%"
BUDAPEST,Budapest XII. kerület,1,12,26, FIDESZ-KDNP,POKORNI ZOLTÁN ,334,"69,29%"
BUDAPEST,Budapest XII. kerület,1,12,26, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,148,"30,71%"
BUDAPEST,Budapest XII. kerület,1,12,27, FIDESZ-KDNP,POKORNI ZOLTÁN ,331,"64,15%"
BUDAPEST,Budapest XII. kerület,1,12,27, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,185,"35,85%"
BUDAPEST,Budapest XII. kerület,1,12,28, FIDESZ-KDNP,POKORNI ZOLTÁN ,348,"58,29%"
BUDAPEST,Budapest XII. kerület,1,12,28, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,249,"41,71%"
BUDAPEST,Budapest XII. kerület,1,12,29, FIDESZ-KDNP,POKORNI ZOLTÁN ,285,"61,82%"
BUDAPEST,Budapest XII. kerület,1,12,29, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,176,"38,18%"
BUDAPEST,Budapest XII. kerület,1,12,30, FIDESZ-KDNP,POKORNI ZOLTÁN ,360,"60,00%"
BUDAPEST,Budapest XII. kerület,1,12,30, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,240,"40,00%"
BUDAPEST,Budapest XII. kerület,1,12,31, FIDESZ-KDNP,POKORNI ZOLTÁN ,258,"60,00%"
BUDAPEST,Budapest XII. kerület,1,12,31, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,172,"40,00%"
BUDAPEST,Budapest XII. kerület,1,12,32, FIDESZ-KDNP,POKORNI ZOLTÁN ,293,"57,79%"
BUDAPEST,Budapest XII. kerület,1,12,32, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,214,"42,21%"
BUDAPEST,Budapest XII. kerület,1,12,33, FIDESZ-KDNP,POKORNI ZOLTÁN ,315,"57,07%"
BUDAPEST,Budapest XII. kerület,1,12,33, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,237,"42,93%"
BUDAPEST,Budapest XII. kerület,1,12,34, FIDESZ-KDNP,POKORNI ZOLTÁN ,346,"59,76%"
BUDAPEST,Budapest XII. kerület,1,12,34, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,233,"40,24%"
BUDAPEST,Budapest XII. kerület,1,12,35, FIDESZ-KDNP,POKORNI ZOLTÁN ,342,"57,48%"
BUDAPEST,Budapest XII. kerület,1,12,35, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,253,"42,52%"
BUDAPEST,Budapest XII. kerület,1,12,36, FIDESZ-KDNP,POKORNI ZOLTÁN ,301,"65,43%"
BUDAPEST,Budapest XII. kerület,1,12,36, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,159,"34,57%"
BUDAPEST,Budapest XII. kerület,1,12,37, FIDESZ-KDNP,POKORNI ZOLTÁN ,324,"62,19%"
BUDAPEST,Budapest XII. kerület,1,12,37, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,197,"37,81%"
BUDAPEST,Budapest XII. kerület,1,12,38, FIDESZ-KDNP,POKORNI ZOLTÁN ,328,"54,67%"
BUDAPEST,Budapest XII. kerület,1,12,38, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÉLŐ NORBERT ,272,"45,33%"
BUDAPEST,Budapest XII. kerület,1,12,39, FIDESZ-KDNP,POKORNI ZOLTÁN ,377,"58,00%"
